frame,value
frame_107,0.8650034332799269
frame_108,0.6006713969634547
frame_109,0.24728770885786228
frame_110,0.03781185626001378
frame_111,0.05850308995193417
frame_112,0.25117875944151985
frame_113,0.4879224841687649
frame_114,0.6626382848859389
frame_115,0.7274433508812086
frame_116,0.7011673151750973
frame_117,0.6588540474555582
frame_118,0.6368505378805219
frame_119,0.6368505378805219
frame_120,0.6224612802319371
frame_121,0.524452582589456
frame_122,0.32716868848706804
frame_123,0.14991989013504242
frame_124,0.07817196917677585
frame_125,0.18142977035172053
frame_126,0.4499427786678874
frame_127,0.7579613946746014
frame_128,0.9450370031280996
frame_129,0.8968337529564354
frame_130,0.679270618753338
frame_131,0.4497901884489205
frame_132,0.2930800335698482
frame_133,0.2930800335698482
frame_134,0.24583810177767612
frame_135,0.2992446784161136
frame_136,0.32716868848706804
frame_137,0.32886243991760133
frame_138,0.3420004577706569
frame_139,0.4473640039673457
frame_140,0.6890363927672236
frame_141,0.8884412909132526
frame_142,0.9199206530861374
frame_143,0.7500114442664225
frame_144,0.43508049134050514
frame_145,0.15271229114213786
frame_146,0.15271229114213786
frame_147,0.0531166552224003
frame_148,0.1508812085145343
frame_149,0.3658197909514001
frame_150,0.5649042496375983
frame_151,0.6576180666819258
frame_152,0.6742046234836347
frame_153,0.6661936369878692
frame_154,0.6644235904478524
frame_155,0.6774547951476311
frame_156,0.6240939955748837
frame_157,0.45935759517814917
frame_158,0.24448004882887014
frame_159,0.24448004882887014
frame_160,0.08220035095750365
frame_161,0.09225604638742667
frame_162,0.2988326848249028
frame_163,0.5897306782635233
frame_164,0.8417639429312582
frame_165,0.9122148470283055
frame_166,0.7771267261768522
frame_167,0.5771572442206455
frame_168,0.3927367055771725
frame_169,0.31027695124742505
frame_170,0.3279316395819028
frame_171,0.32480354009308005
frame_172,0.32480354009308005
frame_173,0.30234225986114294
frame_174,0.3003891050583658
frame_175,0.3564202334630351
frame_176,0.5425650415808347
frame_177,0.7897459372854201
frame_178,0.9271839475089648
frame_179,0.8596475165941864
frame_180,0.6109254596780347
frame_181,0.30897993438620586
frame_182,0.11877622644388502
frame_183,0.11760128175783942
frame_184,0.26363012130922414
frame_185,0.26363012130922414
frame_186,0.4555123216601817
frame_187,0.5851987487602046
frame_188,0.6229648279545281
frame_189,0.6354161898222324
frame_190,0.6610666056305792
frame_191,0.6969863431754025
frame_192,0.6977798123140307
frame_193,0.5798428320744641
frame_194,0.37453269245441373
frame_195,0.16383611810482956
frame_196,0.082887006942855
frame_197,0.18808270389868018
frame_198,0.4326543068589304
frame_199,0.4326543068589304
frame_200,0.708873121232929
frame_201,0.8516212710765241
frame_202,0.822720683604181
frame_203,0.6754711223010605
frame_204,0.5002212558175021
frame_205,0.3915922789349203
frame_206,0.36646066987106135
frame_207,0.36270695048447404
frame_208,0.3200885023270009
frame_209,0.26730754558632797
frame_210,0.2929274433508813
frame_211,0.42575722896162355
frame_212,0.42575722896162355
frame_213,0.6493171587701229
frame_214,0.8623941405355918
frame_215,0.906416418707561
frame_216,0.7516441596093691
frame_217,0.4758373388265813
frame_218,0.2275425345235371
frame_219,0.1295185778591593
frame_220,0.20370794232089728
frame_221,0.36919203479057
frame_222,0.5031509880216679
frame_223,0.564461738002594
frame_224,0.5889677271686886
frame_225,0.5889677271686886
frame_226,0.6285343709468223
frame_227,0.6965896086060884
frame_228,0.736018921187152
frame_229,0.6824292362859541
frame_230,0.5072251468680858
frame_231,0.27080186160067143
frame_232,0.11296253910124368
frame_233,0.1217517357137408
frame_234,0.3009231708247502
frame_235,0.5651026169222553
frame_236,0.7669336995498589
frame_237,0.8202792401007096
frame_238,0.8202792401007096
frame_239,0.7362935835812925
frame_240,0.5924162661173419
frame_241,0.4755016403448539
frame_242,0.4233310444800489
frame_243,0.4018463416495003
frame_244,0.35339894712748915
frame_245,0.2749065384908828
frame_246,0.24438849469748994
frame_247,0.3227893492027162
frame_248,0.516411078049897
frame_249,0.7603570611123828
frame_250,0.9032578011749447
frame_251,0.9032578011749447
frame_252,0.8475623712520027
frame_253,0.6229800869764248
frame_254,0.36237125200274667
frame_255,0.19395742732890828
frame_256,0.18463416495002674
frame_257,0.29935149156939045
frame_258,0.43132677195391783
frame_259,0.5076981765468834
frame_260,0.5342641336690319
frame_261,0.5776455329213398
frame_262,0.6626688029297323
frame_263,0.7452353704127567
frame_264,0.7570153353170063
frame_265,0.7570153353170063
frame_266,0.6287174792095828
frame_267,0.400656137941558
frame_268,0.18373388265812168
frame_269,0.09706263828488601
frame_270,0.19789425497825597
frame_271,0.42595559624628065
frame_272,0.6603494316014343
frame_273,0.7819638361181049
frame_274,0.7630426489662013
frame_275,0.6625619897764554
frame_276,0.5526359960326543
frame_277,0.4826123445487145
frame_278,0.4826123445487145
frame_279,0.4562142366674297
frame_280,0.4033264667734799
frame_281,0.30484473945220114
frame_282,0.22636758983749147
frame_283,0.24368657969024193
frame_284,0.3915007248035401
frame_285,0.6323949034866866
frame_286,0.8506294346532388
frame_287,0.8973983367666133
frame_288,0.7511100938429847
frame_289,0.5036850537880523
frame_290,0.288715953307393
frame_291,0.288715953307393
frame_292,0.20347905699244684
frame_293,0.25697718776226447
frame_294,0.36925307087815673
frame_295,0.44960708018616014
frame_296,0.48271915770199136
frame_297,0.5174944686045625
frame_298,0.604226749065385
frame_299,0.7230182345311665
frame_300,0.7962615396353094
frame_301,0.7368429083695736
frame_302,0.5363393606469825
frame_303,0.28918898298619067
frame_304,0.28918898298619067
frame_305,0.1218280308232243
frame_306,0.1261463340199894
frame_307,0.3024490730144198
frame_308,0.5411001754787519
frame_309,0.7106126497291524
frame_310,0.7567406729228657
frame_311,0.7039902342259862
frame_312,0.6148165102616923
frame_313,0.5471427481498436
frame_314,0.5132829785610743
frame_315,0.4652628366521706
frame_316,0.3610437170977341
frame_317,0.2386663614862288
frame_318,0.2386663614862288
frame_319,0.19270618753337918
frame_320,0.2837109941252766
frame_321,0.4961470969710842
frame_322,0.7472495613031205
frame_323,0.8940260929274435
frame_324,0.8400701915007248
frame_325,0.6373846036469063
frame_326,0.4066987106126497
frame_327,0.26062409399557496
frame_328,0.24960708018616015
frame_329,0.3264515144579233
frame_330,0.4010528725108722
frame_331,0.4010528725108722
frame_332,0.43375295643549255
frame_333,0.45885404745555813
frame_334,0.5292591744869155
frame_335,0.66318760967422
frame_336,0.7945372701609827
frame_337,0.8121004043640803
frame_338,0.664744029907683
frame_339,0.4240329594872969
frame_340,0.20495918211642639
frame_341,0.11972228580148016
frame_342,0.2131380178530557
frame_343,0.4189059281300069
frame_344,0.4189059281300069
frame_345,0.6151522087434196
frame_346,0.7077592126344702
frame_347,0.7056687266346228
frame_348,0.6505073624780652
frame_349,0.5967956054016937
frame_350,0.5686732280460823
frame_351,0.5331960021362631
frame_352,0.4385748073548486
frame_353,0.2962844281681544
frame_354,0.1900205996795606
frame_355,0.20910963607232783
frame_356,0.37109941252765705
frame_357,0.37109941252765705
frame_358,0.6128786144808118
frame_359,0.8234683756771191
frame_360,0.866849774929427
frame_361,0.7412222476539254
frame_362,0.5308613717860685
frame_363,0.35255970092317085
frame_364,0.2829938200961319
frame_365,0.313649195086595
frame_366,0.3728694590676738
frame_367,0.3969329365987641
frame_368,0.40927748531319147
frame_369,0.45662623025864046
frame_370,0.45662623025864046
frame_371,0.575875486381323
frame_372,0.7347676813916229
frame_373,0.8312352178225376
frame_374,0.7669336995498589
frame_375,0.5609979400320441
frame_376,0.31880674448767843
frame_377,0.16011291676203565
frame_378,0.1643854428931106
frame_379,0.315358205539025
frame_380,0.5128709849698635
frame_381,0.6419012741283284
frame_382,0.6779278248264287
frame_383,0.6590371557183184
frame_384,0.6590371557183184
frame_385,0.626947432669566
frame_386,0.6106355382619975
frame_387,0.5951018539711606
frame_388,0.5213092240787366
frame_389,0.3771725032425422
frame_390,0.22772564278629748
frame_391,0.17155718318455795
frame_392,0.26617837796597243
frame_393,0.4798504615854124
frame_394,0.7185320820935379
frame_395,0.8489509422446021
frame_396,0.8071717402914473
frame_397,0.8071717402914473
frame_398,0.6401464866102083
frame_399,0.4548256656748303
frame_400,0.34036774242771045
frame_401,0.3255970092317083
frame_402,0.3609216449225605
frame_403,0.3756618600747692
frame_404,0.37199969481956213
frame_405,0.39514763103685063
frame_406,0.4868238345922027
frame_407,0.6489356832227055
frame_408,0.8025329976348518
frame_409,0.8283207446402685
frame_410,0.8283207446402685
frame_411,0.6862592507820249
frame_412,0.44882887006942856
frame_413,0.2374303807125964
frame_414,0.15738155184252695
frame_415,0.2381933318074312
frame_416,0.41275654230563824
frame_417,0.5659418631265737
frame_418,0.6336766613260091
frame_419,0.6425726710917831
frame_420,0.6347753109025712
frame_421,0.6366979476615549
frame_422,0.6416571297779813
frame_423,0.6416571297779813
frame_424,0.5995422293430992
frame_425,0.4718394750896468
frame_426,0.2982528419928283
frame_427,0.1776455329213398
frame_428,0.1918516823071642
frame_429,0.3553826199740597
frame_430,0.5954680704966813
frame_431,0.7880979629205769
frame_432,0.8317387655451286
frame_433,0.7267566948958571
frame_434,0.556069275959411
frame_435,0.41565575646601055
frame_436,0.41565575646601055
frame_437,0.3592584115358206
frame_438,0.36783398184176397
frame_439,0.3720912489509423
frame_440,0.34885175860227363
frame_441,0.34633401998931873
frame_442,0.4063019760433357
frame_443,0.5508812085145343
frame_444,0.7350423437857634
frame_445,0.8429694056610972
frame_446,0.7836575875486382
frame_447,0.5817654688334478
frame_448,0.3465476462958725
frame_449,0.19540703440909446
frame_450,0.19540703440909446
frame_451,0.1968719005111773
frame_452,0.3264515144579233
frame_453,0.4841535057602809
frame_454,0.5779812314030671
frame_455,0.6074769207293813
frame_456,0.6176089112687877
frame_457,0.640115968566415
frame_458,0.6698405432211796
frame_459,0.664240482185092
frame_460,0.5686579690241856
frame_461,0.3916838330663005
frame_462,0.22186617837796604
frame_463,0.22186617837796604
frame_464,0.15780880445563447
frame_465,0.2522011139085985
frame_466,0.4663614862287328
frame_467,0.6909132524605173
frame_468,0.8078583962767988
frame_469,0.7768825818265049
frame_470,0.6441290913252461
frame_471,0.4999465934233616
frame_472,0.4137941557946136
frame_473,0.3944304570077059
frame_474,0.38818951705195703
frame_475,0.34882124055848024
frame_476,0.34882124055848024
frame_477,0.31381704432745866
frame_478,0.3383688105592432
frame_479,0.4519569695582514
frame_480,0.6402075226977951
frame_481,0.8120851453421836
frame_482,0.842328526741436
frame_483,0.7019760433356222
frame_484,0.47240405889982456
frame_485,0.2723887998779279
frame_486,0.19758907454032204
frame_487,0.26518654154268717
frame_488,0.40518806744487684
frame_489,0.40518806744487684
frame_490,0.5155413138017854
frame_491,0.5625848783093004
frame_492,0.5821927214465553
frame_493,0.6184786755168994
frame_494,0.6734111543450065
frame_495,0.7082322423132678
frame_496,0.6581521324483102
frame_497,0.49936675059128716
frame_498,0.2991989013504235
frame_499,0.16462958724345775
frame_500,0.1785763332570383
frame_501,0.34419775692378124
frame_502,0.34419775692378124
frame_503,0.5759365224689098
frame_504,0.7474479285877775
frame_505,0.787884336614023
frame_506,0.7087663080796521
frame_507,0.5802243076218816
frame_508,0.47913328755626766
frame_509,0.4364843213550012
frame_510,0.41933318074311443
frame_511,0.37125200274662395
frame_512,0.30424963759823
frame_513,0.2858472571908141
frame_514,0.3605859464408332
frame_515,0.5309529259174488
frame_516,0.5309529259174488
frame_517,0.7396505683985657
frame_518,0.8572365911345083
frame_519,0.7975738155184254
frame_520,0.6002441443503472
frame_521,0.37613488975356685
frame_522,0.23566033417257962
frame_523,0.23453116655222406
frame_524,0.3383840695811399
frame_525,0.45191119249256123
frame_526,0.5132219424734875
frame_527,0.5380636301213093
frame_528,0.5773250934615092
frame_529,0.5773250934615092
frame_530,0.6508735790035859
frame_531,0.725459678034638
frame_532,0.7301136797131305
frame_533,0.6113832303349356
frame_534,0.4033264667734799
frame_535,0.21242084382391097
frame_536,0.14273289082169838
frame_537,0.23967345693141076
frame_538,0.45291828793774325
frame_539,0.6604409857328146
frame_540,0.7620965896086063
frame_541,0.7425955596246281
frame_542,0.7425955596246281
frame_543,0.6469214923323415
frame_544,0.5462577248798353
frame_545,0.4892957961394675
frame_546,0.4627145799954223
frame_547,0.41274128328374154
frame_548,0.32216372930495163
frame_549,0.2560616464484627
frame_550,0.28154421301594573
frame_551,0.41924162661173425
frame_552,0.6357061112382697
frame_553,0.8241855497062639
frame_554,0.8574502174410622
frame_555,0.8574502174410622
frame_556,0.7178301670862898
frame_557,0.49628442816815455
frame_558,0.30766765850309
frame_559,0.23840695811398496
frame_560,0.29173723964293896
frame_561,0.39351491569390407
frame_562,0.46205844205386437
frame_563,0.49103532463569094
frame_564,0.5243305104142825
frame_565,0.6034637979705502
frame_566,0.7112230106050202
frame_567,0.7746700236514841
frame_568,0.7746700236514841
frame_569,0.7152513923857481
frame_570,0.5255054551003282
frame_571,0.2982375829709316
frame_572,0.15024032959487305
frame_573,0.16470588235294123
frame_574,0.33224994277866793
frame_575,0.5545281147478447
frame_576,0.7058976119630732
frame_577,0.7426260776684215
frame_578,0.6906691081101702
frame_579,0.606134126802472
frame_580,0.5456626230258641
frame_581,0.5148393987945373
frame_582,0.5148393987945373
frame_583,0.46866559853513395
frame_584,0.36789501792935075
frame_585,0.25824368657969027
frame_586,0.22348363469901586
frame_587,0.31511406118867785
frame_588,0.5136339360646983
frame_589,0.7425650415808347
frame_590,0.8666361486228734
frame_591,0.8078583962767988
frame_592,0.6187991149767301
frame_593,0.40813305867093924
frame_594,0.28038452735179675
frame_595,0.28038452735179675
frame_596,0.27522697795071344
frame_597,0.34956893263141836
frame_598,0.41568627450980394
frame_599,0.4450141145952545
frame_600,0.4683299000534067
frame_601,0.5375448233768216
frame_602,0.6612497138933395
frame_603,0.7792477302204929
frame_604,0.7899137865262837
frame_605,0.6473334859235523
frame_606,0.41942473487449455
frame_607,0.2169832913710232
frame_608,0.2169832913710232
frame_609,0.14645609216449235
frame_610,0.24065003433279933
frame_611,0.4401770046540017
frame_612,0.6203707942320897
frame_613,0.7027389944304571
frame_614,0.6959487296864272
frame_615,0.6433203631647212
frame_616,0.5927367055771726
frame_617,0.5667505912870986
frame_618,0.5318226901655605
frame_619,0.43848325322346837
frame_620,0.30405127031357293
frame_621,0.30405127031357293
frame_622,0.20869764248111705
frame_623,0.2364538033112078
frame_624,0.3942473487449455
frame_625,0.6228885328450446
frame_626,0.8109254596780346
frame_627,0.8443732356755933
frame_628,0.7181353475242237
frame_629,0.5215686274509804
frame_630,0.3588464179446098
frame_631,0.2990768291752499
frame_632,0.33255512321660186
frame_633,0.38561074235141535
frame_634,0.4084534981307699
frame_635,0.4084534981307699
frame_636,0.4198672465094988
frame_637,0.4675669489585718
frame_638,0.5819180590524148
frame_639,0.7310749980926223
frame_640,0.8150148775463494
frame_641,0.748027771419852
frame_642,0.5479667353322653
frame_643,0.31895933470664534
frame_644,0.1742580300602732
frame_645,0.18689250019073783
frame_646,0.3374685282673381
frame_647,0.525108720531014
frame_648,0.525108720531014
frame_649,0.6434271763179981
frame_650,0.6733653772793164
frame_651,0.6538185702296484
frame_652,0.6229800869764248
frame_653,0.6085755703059434
frame_654,0.5907377737087054
frame_655,0.517418173495079
frame_656,0.37645532921339747
frame_657,0.2364385442893111
frame_658,0.19056992446784168
frame_659,0.290074006256199
frame_660,0.4975967040512703
frame_661,0.4975967040512703
frame_662,0.7197680628671703
frame_663,0.8360265506981004
frame_664,0.7866178377965972
frame_665,0.6261692225528344
frame_666,0.4509651331349661
frame_667,0.34795147631036855
frame_668,0.33812466620889603
frame_669,0.37250324254215306
frame_670,0.3850461585412376
frame_671,0.3820248722056917
frame_672,0.40643930724040594
frame_673,0.49752040894178695
frame_674,0.49752040894178695
frame_675,0.6535591668574044
frame_676,0.7947814145113299
frame_677,0.8126955062180515
frame_678,0.6695963988708323
frame_679,0.44025329976348526
frame_680,0.24095521477073326
frame_681,0.17265583276112006
frame_682,0.2573281452658885
frame_683,0.4288700694285497
frame_684,0.572411688410773
frame_685,0.6336461432822157
frame_686,0.639963378347448
frame_687,0.639963378347448
frame_688,0.6321355001144427
frame_689,0.6348210879682612
frame_690,0.6379491874570841
frame_691,0.5939269092851149
frame_692,0.46538490882734423
frame_693,0.2991378652628367
frame_694,0.18736552986953545
frame_695,0.21127641718165874
frame_696,0.3758297093156329
frame_697,0.6066529335469597
frame_698,0.7847867551689938
frame_699,0.8175783932249944
frame_700,0.7115434500648509
frame_701,0.7115434500648509
frame_702,0.546822308690013
frame_703,0.41597619592584123
frame_704,0.3663538567177844
frame_705,0.3767757686732281
frame_706,0.37906462195773255
frame_707,0.3576562142366675
frame_708,0.356572823682002
frame_709,0.4185549706263829
frame_710,0.5603570611123828
frame_711,0.7365072098878463
frame_712,0.8331120775158314
frame_713,0.766628519111925
frame_714,0.766628519111925
frame_715,0.5678797589074541
frame_716,0.34280918593118187
frame_717,0.20483710994125284
frame_718,0.21416037232013438
frame_719,0.34409094377050436
frame_720,0.4939345387960632
frame_721,0.5806973373006791
frame_722,0.6064698252841993
frame_723,0.616540779736019
frame_724,0.6383764400701916
frame_725,0.6667277027542535
frame_726,0.6585183489738308
frame_727,0.6585183489738308
frame_728,0.5600518806744488
frame_729,0.3861753261615931
frame_730,0.2241855497062639
frame_731,0.17030594338902885
frame_732,0.26987106126497296
frame_733,0.4826733806363013
frame_734,0.6974898908979934
frame_735,0.8038147554741742
frame_736,0.765880827038987
frame_737,0.6337682154573893
frame_738,0.495002670328832
frame_739,0.41522850385290305
frame_740,0.41522850385290305
frame_741,0.3992065308613718
frame_742,0.3919584954604411
frame_743,0.3535210193026627
frame_744,0.32144655527580684
frame_745,0.3497825589379721
frame_746,0.4638132295719845
frame_747,0.648554207675288
frame_748,0.809750514991989
frame_749,0.8300907911802854
frame_750,0.6862287327382315
frame_751,0.46196688792248425
frame_752,0.27284657053482875
frame_753,0.27284657053482875
frame_754,0.20816357671473265
frame_755,0.28064393072404065
frame_756,0.41716639963378355
frame_757,0.5214770733196002
frame_758,0.5636987869077592
frame_759,0.5832455939574274
frame_760,0.618951705195697
frame_761,0.6725261310749981
frame_762,0.7034866865033952
frame_763,0.6493934538796063
frame_764,0.489875638971542
frame_765,0.29556725413900975
frame_766,0.17103837644007025
frame_767,0.17103837644007025
frame_768,0.19340810254062724
frame_769,0.36200503547722596
frame_770,0.587335011825742
frame_771,0.7490806439307242
frame_772,0.7803311207751583
frame_773,0.698817425803006
frame_774,0.5725795376516366
frame_775,0.47722590981918067
frame_776,0.4381933318074312
frame_777,0.4214999618524453
frame_778,0.3731288624399176
frame_779,0.3093156328679332
frame_780,0.3093156328679332
frame_781,0.2954604409857329
frame_782,0.3726710917830168
frame_783,0.5432211795223927
frame_784,0.7446250095368887
frame_785,0.8515449759670406
frame_786,0.7832455939574274
frame_787,0.5865568017090106
frame_788,0.3694666971847105
frame_789,0.2401007095445183
frame_790,0.24655527580682088
frame_791,0.35115587090867484
frame_792,0.45992217898832694
frame_793,0.45992217898832694
frame_794,0.5162432288090334
frame_795,0.5402761882963303
frame_796,0.5794918745708401
frame_797,0.6524757763027391
frame_798,0.7221637293049517
frame_799,0.7220569161516747
frame_800,0.5993133440146488
frame_801,0.39531548027771424
frame_802,0.2131990539406425
frame_803,0.15431448844129098
frame_804,0.257251850156405
frame_805,0.4680399786373694
frame_806,0.4680399786373694
frame_807,0.66660563057908
frame_808,0.7582055390249486
frame_809,0.734004730296788
frame_810,0.6378423743038071
frame_811,0.5418783855954834
frame_812,0.48818188754100866
frame_813,0.46346227206836044
frame_814,0.4122072175173572
frame_815,0.32483405813687344
frame_816,0.2638284885938812
frame_817,0.29396505683985663
frame_818,0.4331120775158313
frame_819,0.4331120775158313
frame_820,0.6453192950331884
frame_821,0.8236362249179828
frame_822,0.845288776989395
frame_823,0.702342259861143
frame_824,0.4847028305485619
frame_825,0.3070115205615321
frame_826,0.24663157091630433
frame_827,0.3046311131456474
frame_828,0.4027924010070955
frame_829,0.4672617685206379
frame_830,0.4939497978179599
frame_831,0.5279468986037996
frame_832,0.6071107042038606
frame_833,0.6071107042038606
frame_834,0.7103532463569086
frame_835,0.7675135423819335
frame_836,0.7016708628976883
frame_837,0.5135576409552148
frame_838,0.29372091248950943
frame_839,0.15832761120012212
frame_840,0.18098725871671634
frame_841,0.3505302510109103
frame_842,0.5647058823529413
frame_843,0.7059739070725568
frame_844,0.7355306324864577
frame_845,0.6815747310597391
frame_846,0.6815747310597391
frame_847,0.5996490424963761
frame_848,0.5423056382085909
frame_849,0.5137102311741818
frame_850,0.46607156481269557
frame_851,0.36745250629434656
frame_852,0.26277561608300914
frame_853,0.23581292439154655
frame_854,0.329732204165713
frame_855,0.5272602426184483
frame_856,0.7472495613031205
frame_857,0.8592202639810789
frame_858,0.7925993743801024
frame_859,0.7925993743801024
frame_860,0.6039673456931411
frame_861,0.4018463416495003
frame_862,0.2838178072785535
frame_863,0.28612191958495464
frame_864,0.3591973754482338
frame_865,0.4224612802319372
frame_866,0.4485542076752881
frame_867,0.4732585641260396
frame_868,0.5427786678873885
frame_869,0.6649118791485467
frame_870,0.7751430533302817
frame_871,0.7782558937972077
frame_872,0.7782558937972077
frame_873,0.6334477759975586
frame_874,0.4087891966124972
frame_875,0.2165102616922256
frame_876,0.15551995117113
frame_877,0.25667200732433054
frame_878,0.4534523537041276
frame_879,0.6263981078812849
frame_880,0.7003433279926757
frame_881,0.6907301441977569
frame_882,0.6371557183184559
frame_883,0.5891355764095522
frame_884,0.5641107804989701
frame_885,0.5280537117570765
frame_886,0.5280537117570765
frame_887,0.4343022812237736
frame_888,0.30280003051804383
frame_889,0.2156557564660106
frame_890,0.24861524376287486
frame_891,0.40915541313801795
frame_892,0.6334172579537652
frame_893,0.8127260242618449
frame_894,0.8348668650339514
frame_895,0.7048294804303045
frame_896,0.5105058365758756
frame_897,0.35620660715648134
frame_898,0.30389868009460597
frame_899,0.30389868009460597
frame_900,0.3402151522087435
frame_901,0.39154650186923023
frame_902,0.4120241092545968
frame_903,0.42450598916609444
frame_904,0.4733653772793165
frame_905,0.5895323109788664
frame_906,0.7332875562676433
frame_907,0.8096589608606088
frame_908,0.7351186388952469
frame_909,0.5350423437857633
frame_910,0.3111161974517434
frame_911,0.17657740138857106
frame_912,0.17657740138857106
frame_913,0.1976653696498055
frame_914,0.3512169069962616
frame_915,0.534660868238346
frame_916,0.6451819638361181
frame_917,0.6715495536736096
frame_918,0.6495002670328832
frame_919,0.6202029449912261
frame_920,0.6055695429922943
frame_921,0.5872892347600519
frame_922,0.5109025711451897
frame_923,0.371602960250248
frame_924,0.23715571831845586
frame_925,0.23715571831845586
frame_926,0.19932860303654543
frame_927,0.303746089875639
frame_928,0.5110246433203632
frame_929,0.7275501640344855
frame_930,0.8326848249027238
frame_931,0.7763637750820173
frame_932,0.6136415655756466
frame_933,0.4444037537193866
frame_934,0.3477988860914016
frame_935,0.3434805828946365
frame_936,0.37691309987029836
frame_937,0.38834210727092405
frame_938,0.38834210727092405
frame_939,0.3852292668039979
frame_940,0.4117799649042497
frame_941,0.5058365758754864
frame_942,0.661173418783856
frame_943,0.7965209430075534
frame_944,0.804425116350042
frame_945,0.6563515678645
frame_946,0.42824444953078517
frame_947,0.2378271152819105
frame_948,0.17839322499427793
frame_949,0.26987106126497296
frame_950,0.4399481193255513
frame_951,0.577584496833753
frame_952,0.577584496833753
frame_953,0.6335851071946288
frame_954,0.6379644464789808
frame_955,0.6302433813992523
frame_956,0.6327611200122072
frame_957,0.6352025635156787
frame_958,0.5873044937819486
frame_959,0.45790798809796296
frame_960,0.29431601434348065
frame_961,0.19082932784008552
frame_962,0.22194247348744953
frame_963,0.39058518348973836
frame_964,0.617746242465858
frame_965,0.617746242465858
frame_966,0.7870298313878081
frame_967,0.8103913939116504
frame_968,0.6998092622262914
frame_969,0.5374532692454415
frame_970,0.4123292896925308
frame_971,0.36871900511177236
frame_972,0.3798428320744641
frame_973,0.3812771801327535
frame_974,0.35942626077668427
frame_975,0.3608911268787671
frame_976,0.4256656748302435
frame_977,0.5704280155642024
frame_978,0.5704280155642024
frame_979,0.7433585107194629
frame_980,0.8313725490196079
frame_981,0.7559472037842375
frame_982,0.5543755245288777
frame_983,0.334157320515755
frame_984,0.2046234836346991
frame_985,0.2227664606698711
frame_986,0.3548180361638819
frame_987,0.5016403448538949
frame_988,0.5827115281910431
frame_989,0.6065918974593729
frame_990,0.6160830090791181
frame_991,0.6160830090791181
frame_992,0.6382238498512246
frame_993,0.6652018005645839
frame_994,0.6534065766384375
frame_995,0.5513542381933318
frame_996,0.37782864118410014
frame_997,0.22215609979400325
frame_998,0.17628747997253386
frame_999,0.2833295185778592
frame_1000,0.49608606088349744
frame_1001,0.7052262149996186
frame_1002,0.8016784924086368
frame_1003,0.7573510337987336
